Student ID, Assigned Comment IDs
bcakar_767243,[652d18cc]
bcoester_209435,[010ddc4b]
beafur_648768,[]
beegli_214318,[]
beugler_199291,[cbc194df,7ae29554,1ba8df6b,2c8d9ddf]
bpalau_886308,[]
btschan_907275,[010ddc4b]
bzuell_895494,[]
cedrst_899207,[cbc194df]
cfirat_914864,[cbc194df]
cfritz_644611,[af5f1b7a]
chaleu_914366,[cbc194df]
charles_770830,[652d18cc]
chelfenstein_648815,[]
christophel_889410,[]
cimbod_771493,[af5f1b7a]
clevas_216227,[]
clourenco_637978,[af5f1b7a]
cmetry_217311,[cbc194df]
cmmndrd_908537,[]
coraxwx_626982,[]
corinaz_629057,[d186377b,a2406489,9cb30539,76abffa7,1ba8df6b,2c8d9ddf,f79c6b11]
cseige_782211,[7ae29554,a2406489,f6bfe15e,c329b375,1ba8df6b,2c8d9ddf,b259e2a0]
cspieles_627477,[7ae29554,31e17937]
cstaub_646897,[]
cvecchi_206322,[]
czuppinger_909367,[ae5a16fb,275c2f6c,9cb30539,c329b375,af4a52ea,2c8d9ddf,f79c6b11,c0d4b056]
dasoesqui_225274,[ae5a16fb,3287b3e7,f6bfe15e,c329b375]
dbiech_629885,[]
dcarchidi_761694,[af5f1b7a]
dcrepa_778071,[]
deamariette_778887,[]
desfis_895715,[7ae29554,a2406489,f6bfe15e,0bf512ce,1ba8df6b,2c8d9ddf,40aad308]
dferretti_899004,[]
dfrauc_226175,[]
dhogg_648343,[]
dienerpatrick_642178,[]
dijanavukovic_761533,[7ae29554,4be02869]
divina_902836,[cbc194df]
dmrani_226011,[]
dpersi_202421,[]
dvillano1_778196,[af5f1b7a]
eallem_757338,[]
ekivan_627777,[]
elivilliger_215885,[]
ellengonzalez_641143,[652d18cc]
emanghera_228199,[cbc194df]
emauch_756977,[7ae29554,a2406489,9cb30539,76abffa7,1ba8df6b,2c8d9ddf,f79c6b11]
erupf_764392,[c0e5a989,7ae29554,4be02869]
ewidrig_224023,[]
fbuchm_782950,[]
fcei_895428,[7ae29554,a2406489,f6bfe15e,c329b375,1ba8df6b,2c8d9ddf,f79c6b11,9a36d65b,289438ea]
fcreme_632572,[]
fderler_653532,[d186377b,a2406489,f6bfe15e,c329b375,af4a52ea,200b0399,40aad308]
flaeuc_902589,[]
fsantm_766125,[7ae29554,3287b3e7,9cb30539,c329b375,f79c6b11]
garyh_759002,[]
gikoch_201997,[]
giuliaboniardi97_907829,[652d18cc]
giuliafuchs_887831,[cbc194df]
gschup_895422,[652d18cc]
gsomma_645771,[]
gstrae_646288,[cbc194df]
gzani_908890,[652d18cc]
hollyalexander_766504,[]
huxk_636031,[]
iaschu_769641,[ae5a16fb,f5cb6c69]
ickin_757170,[ae5a16fb,4be02869,9a36d65b]
ipiter_635357,[af5f1b7a]
irusco_205312,[652d18cc]
isik_212795,[af5f1b7a]
jaheiz_756891,[]
jansen_630383,[]
jaroge_904416,[]
jchalabi_887447,[652d18cc]
jcurty_908643,[af5f1b7a]
jdiflo_771353,[652d18cc]
jeromehadorn_215144,[]
jeschae_224301,[]
jessbau_901170,[7ae29554,9cb30539,c329b375,af4a52ea,200b0399,40aad308,9a36d65b]
jfehr_637998,[]
jkubik_217902,[7ae29554,3287b3e7,9cb30539,c329b375,f79c6b11]
jneuma_630541,[]
jobrist_894418,[af5f1b7a]
joehni_888222,[7ae29554,4be02869]
joelleschneider_630839,[7ae29554,4be02869]
josenn_891328,[]
jowyss_644091,[ae5a16fb,3287b3e7,f6bfe15e,c329b375,f79c6b11]
jperlb_892750,[010ddc4b]
jstraw_778303,[ae5a16fb,a2406489,9cb30539,c329b375,1ba8df6b,2c8d9ddf,f79c6b11,9e76591a]
judywel_634791,[af5f1b7a]
juliabuff_760705,[7ae29554,a2406489,9cb30539,c329b375,1ba8df6b,200b0399,f79c6b11]
juliaduschek_907690,[ae5a16fb]
juliav_754403,[af5f1b7a]
julvog_904231,[d186377b,6d831bf9,9cb30539,c329b375,1ba8df6b,2c8d9ddf,f79c6b11]
jwidter_228035,[af5f1b7a]
jwitte_911915,[010ddc4b]
kaldo_221528,[]
katarinabicvic_782741,[]
kategg_199468,[af5f1b7a]
katjaw_650642,[cbc194df]
klong_649653,[d186377b,a2406489,f6bfe15e,76abffa7,1ba8df6b,2c8d9ddf,f79c6b11]
kschibli_753952,[d186377b,a2406489,9cb30539,76abffa7,1ba8df6b,2c8d9ddf,31e17937]
kvbassewitz_217966,[7ae29554,3287b3e7,f6bfe15e,2c8d9ddf,f79c6b11]
kwind_891850,[31e17937]
labgottspon_227260,[7ae29554,a2406489,9cb30539,3e2f18a5,1ba8df6b,2c8d9ddf,40aad308,37262bd6]
lastoe_629560,[]
lcasillo_214581,[cbc194df,7ae29554,c7bab667,c329b375,f79c6b11]
lcazzato_219564,[d186377b,a2406489,f6bfe15e,c329b375,1ba8df6b,2c8d9ddf,31e17937]
lflueeler_913576,[]
lhostettler_631103,[]
likobe_779014,[652d18cc]
linday_227923,[]
liora_225256,[]
livia19_631335,[d186377b,275c2f6c,f6bfe15e,c329b375,1ba8df6b,b495bcfe,40aad308]
ljastr_630296,[d186377b,f5cb6c69]
lkueng_903031,[7ae29554,a2406489,9cb30539,76abffa7,1ba8df6b,2c8d9ddf,f79c6b11]
lmschuepfer_894870,[7ae29554,275c2f6c,9cb30539,c329b375,1ba8df6b,2c8d9ddf,f79c6b11,9a36d65b]
lorenzklein_636623,[7ae29554,275c2f6c,9cb30539,76abffa7,af4a52ea,200b0399,40aad308,7bd223c6]
lrohr_910128,[]
lrozic_206223,[]
lsarba_910153,[]
lspaen_784039,[ae5a16fb,4be02869]
lspirk_627888,[cbc194df,ae5a16fb]
luanahaller_219613,[cbc194df]
lucienlang_906396,[]
lukiluki_780870,[010ddc4b,29ef2cd4]
lukmos_769310,[]
lvieira_775983,[7ae29554,9cb30539,0bf512ce,f422b636,b495bcfe,40aad308]
lvonal_762746,[7ae29554,a2406489,f6bfe15e,fb27ce2f,1ba8df6b,2c8d9ddf,31e17937]
manonl_764641,[]
marcdu_221432,[]
marlenechlutz_221907,[]
marpete_896886,[652d18cc]
marvwy_223953,[]
mawott_780320,[7ae29554,4be02869,289438ea]
maxhaenni_765281,[]
maxmos_636584,[cbc194df,ae5a16fb]
megran_890615,[cbc194df]
melrodrigues_206298,[010ddc4b]
meteki_644624,[7ae29554,275c2f6c,c7bab667,fb27ce2f,f422b636,200b0399,40aad308]
mfeldmann_887152,[]
mguenter_773086,[cbc194df,c329b375]
mgull_907005,[]
mhorwedeltreacy_767402,[]
mhunkeler_637961,[cbc194df]
micheho_780864,[]
misond_909791,[7ae29554]
mjfranz_768472,[d186377b,a2406489,f6bfe15e,c329b375,1ba8df6b,2c8d9ddf,f79c6b11]
mkahnwald_912716,[]
mknobloch1_782588,[]
mkueble_214639,[]
mmorei_638575,[d186377b,a2406489,9cb30539,0bf512ce,1ba8df6b,2c8d9ddf,31e17937]
mobusc_641504,[]
mocamp_770666,[]
mohaef_213022,[7ae29554,a2406489,f6bfe15e,fb27ce2f,1ba8df6b,2c8d9ddf,f79c6b11]
mpesci_785895,[af5f1b7a]
mronchetti_646028,[cbc194df]
msaric_914488,[cbc194df]
msteue_201709,[]
myohan_640069,[]
naboos_216351,[]
nadjaprebianca_762978,[]
nathiw_649608,[af5f1b7a,f79c6b11]
natsenn_626455,[af5f1b7a]
nbilen_215816,[652d18cc]
ndesboeufs96_763450,[]
nicksommerhalder_196653,[]
nicomei_642161,[]
nirams_766419,[652d18cc]
nkanth_209540,[652d18cc]
nkozlova_201449,[652d18cc]
nmilos_653865,[]
nolmeier_625877,[652d18cc]
nschweizer_772763,[cbc194df,7ae29554,a2406489,c7bab667,0bf512ce,1ba8df6b,2c8d9ddf,f79c6b11]
nvarisco_775183,[d186377b,a2406489,f6bfe15e,c329b375,1ba8df6b,2c8d9ddf,f79c6b11]
olormann_756382,[]
omusta_209692,[652d18cc]
outz_888940,[af5f1b7a]
patriciasonderegger_226544,[]
pgerwig_757084,[]
phatt_636129,[]
preger_648983,[010ddc4b]
psting_623599,[]
qalooca_640079,[]
ramoku_206450,[652d18cc]
rasaxe_758688,[d186377b,6d831bf9,9cb30539,c329b375,1ba8df6b,2c8d9ddf,f79c6b11]
rasmithak_640585,[]
rblase_887789,[cbc194df]
rebeccafrei_764876,[7ae29554,4be02869]
rebsie_893616,[7ae29554,275c2f6c,f6bfe15e,76abffa7,1ba8df6b,2c8d9ddf,f79c6b11]
rfahrn_754214,[d186377b,c391906c,9cb30539,0bf512ce,f422b636,b495bcfe,40aad308]
rhenzmann_912306,[af5f1b7a]
rlepuil_890196,[]
rmaga_775393,[]
robinst_900860,[7ae29554,a2406489,9cb30539,76abffa7,1ba8df6b,2c8d9ddf,f79c6b11]
roblas_890855,[d186377b,a2406489,f6bfe15e,c329b375,1ba8df6b,2c8d9ddf,f79c6b11,e16d06a8,c795ec2a]
roweber_783405,[7ae29554,3287b3e7,9cb30539,0bf512ce,f422b636,b495bcfe,40aad308]
rprasad_780686,[7ae29554,275c2f6c,c7bab667,0bf512ce,af4a52ea,200b0399,40aad308]
rulipp_632375,[]
rzundel_643816,[7ae29554,a2406489,f6bfe15e,76abffa7,1ba8df6b,2c8d9ddf,f79c6b11]
sabrinakeller_204742,[]
sanwer_774678,[cbc194df,7ae29554,6d831bf9,9cb30539,0bf512ce,1ba8df6b,2c8d9ddf,31e17937]
sarahgm_629736,[af5f1b7a]
sarahnoser_756951,[]
saym88n_634838,[]
sbruni_780845,[]
selada_202437,[]
serenaprovveduto_222736,[d186377b,a2406489,f6bfe15e,c329b375,1ba8df6b,2c8d9ddf,f79c6b11]
sevest_763662,[]
sevihelbling_227799,[7ae29554,4be02869]
sfurrer97_215989,[]
shaldemann_636412,[]
shannonm_772218,[7ae29554,275c2f6c,f6bfe15e,c329b375,af4a52ea,200b0399,40aad308]
shofste_630916,[d186377b,f5cb6c69]
sihelf_636840,[af5f1b7a]
simelu_913486,[652d18cc]
sinak_215244,[652d18cc]
sirpet_756652,[]
sisandra_626895,[7ae29554,275c2f6c,9cb30539,76abffa7,1ba8df6b,2c8d9ddf,40aad308]
sjeyan_221620,[]
sjyrki_209507,[7ae29554,275c2f6c,9cb30539,76abffa7,1ba8df6b,2c8d9ddf,f79c6b11]
smarti98_215726,[]
smorgade_203575,[ae5a16fb,c391906c,9cb30539,76abffa7,f422b636,b495bcfe,40aad308]
smsennhauser_763759,[]
sofiand_647441,[275c2f6c,9cb30539,76abffa7,1ba8df6b,2c8d9ddf,f79c6b11]
soschmid_623865,[7ae29554,a2406489,9cb30539,c329b375,1ba8df6b,2c8d9ddf,b259e2a0]
sschuknecht_211818,[af5f1b7a]
sskibinski_653051,[]
sstacc_782639,[]
ssubaric_206662,[]
stefanieherter_213085,[]
steimich_220531,[7ae29554,275c2f6c,f6bfe15e,76abffa7,1ba8df6b,2c8d9ddf,f79c6b11]
stsar_223906,[]
svwini_895159,[]
swec_899343,[cbc194df,7ae29554,275c2f6c,9cb30539,c329b375,1ba8df6b,2c8d9ddf,40aad308]
szukovic_626669,[ae5a16fb,f5cb6c69]
tabpet_914762,[af5f1b7a]
tamarabrunner_911821,[7ae29554,3287b3e7,f6bfe15e,fb27ce2f,f422b636,b495bcfe,f79c6b11,647adc2f]
tanjar_759855,[af5f1b7a]
tbleiker_764542,[]
terrer_631152,[af5f1b7a]
thimona_907446,[7ae29554,a2406489,f6bfe15e,76abffa7,af4a52ea,b495bcfe,31e17937,647adc2f]
thuynh_649367,[010ddc4b]
thyme_893560,[]
tjumug_895615,[]
toschl_910365,[cbc194df,ae5a16fb,f5cb6c69]
tyxu_754569,[d186377b,a2406489,f6bfe15e,c329b375,1ba8df6b,2c8d9ddf,40aad308]
ukosumi_212145,[652d18cc]
upiesb_643332,[]
ursinabaselgia_781514,[652d18cc]
vakauf_905414,[cbc194df]
vflueck_763071,[7ae29554,275c2f6c,f6bfe15e,fb27ce2f,af4a52ea,b495bcfe,31e17937]
villigerm_773540,[7ae29554,4be02869]
xa_771605,[7ae29554,3287b3e7,f6bfe15e,c329b375,f79c6b11,315c1bd4]
yamart_914571,[d186377b,a2406489,9cb30539,76abffa7,1ba8df6b,2c8d9ddf,f79c6b11]
ygrits_216717,[]
ylva_907267,[cbc194df,7ae29554,6d831bf9,f6bfe15e,0bf512ce,1ba8df6b,2c8d9ddf,40aad308]
zachil_632038,[]
zvanderbie_630698,[]
